transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi,inventory_ID,opname_stock
TRX2764891,1/1/2020,88782,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,5,Jesse Reynolds,KF981,"Other analgesics and antipyretics, Salicylic acid and derivatives",314600,0.12,25,314222.48,78555.62,4.1,INV2329718,86
TRX4700367,1/1/2020,50270,Kimia Farma - Apotek,Madiun,Jawa Timur,4.5,Karen Juarez,KF782,"Other analgesics and antipyretics, Salicylic acid and derivatives",857800,0.07,30,857199.54,257159.862,4,INV7277285,22
TRX9684904,1/1/2020,42584,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,4.2,Jason Peterson,KF294,Antihistamines for systemic use,455900,0.15,25,455216.15,113804.0375,3.7,INV5595196,66
TRX3067548,1/1/2020,66139,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,4.7,Robert Krueger,KF507,"Other analgesics and antipyretics, Pyrazolones and Anilides",757500,0.02,30,757348.5,227204.55,4.5,INV3498364,37
TRX4452875,1/1/2020,71066,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,4.2,Jeanne Foster,KF299,"Psycholeptics drugs, Hypnotics and sedatives drugs",52000,0.03,15,51984.4,7797.66,3.4,INV5855048,91
TRX9554824,1/1/2020,64844,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.1,Rachel Moses,KF782,"Other analgesics and antipyretics, Salicylic acid and derivatives",857800,0.08,30,857113.76,257134.128,4.4,INV3612535,95
TRX9906335,1/1/2020,78858,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4.4,Jennifer Miller,KF600,"Other analgesics and antipyretics, Salicylic acid and derivatives",843000,0.06,30,842494.2,252748.26,4.9,INV9778344,39
TRX1644887,1/1/2020,66929,Kimia Farma - Klinik & Apotek,Cianjur,Jawa Barat,4,Kerry Armstrong,KF592,"Psycholeptics drugs, Hypnotics and sedatives drugs",902300,0.01,30,902209.77,270662.931,3.4,INV7393656,69
TRX7567952,1/1/2020,18618,Kimia Farma - Klinik & Apotek,Dumai,Riau,4.5,James Gates,KF510,"Psycholeptics drugs, Anxiolytic drugs",758300,0.13,30,757314.21,227194.263,3.9,INV5203233,42
TRX4409636,1/1/2020,96486,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4.4,Bryan Marshall,KF519,"Other analgesics and antipyretics, Pyrazolones and Anilides",626400,0.09,30,625836.24,187750.872,3.9,INV1426148,85
TRX7955118,1/1/2020,84382,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.1,Monique Johnson,KF151,"Other analgesics and antipyretics, Pyrazolones and Anilides",723800,0.03,30,723582.86,217074.858,4.2,INV8559324,53
TRX1173976,1/1/2020,26081,Kimia Farma - Apotek,Langsa,Aceh,4.2,Breanna Davis,KF448,Antihistamines for systemic use,242300,0.03,20,242227.31,48445.462,4.2,INV6107279,16
TRX8548380,1/1/2020,96030,Kimia Farma - Klinik-Apotek-Laboratorium,Bontang,Kalimantan Timur,4.9,Shelby Black,KF576,"Other analgesics and antipyretics, Salicylic acid and derivatives",353300,0.11,25,352911.37,88227.8425,4.2,INV7974189,97
TRX4326010,1/1/2020,47547,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.5,Kevin Coleman,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.07,20,118616.91,23723.382,4.7,INV2929677,75
TRX1302704,1/1/2020,48261,Kimia Farma - Klinik-Apotek-Laboratorium,Pontianak,Kalimantan Barat,4,Sara Wagner,KF147,Antihistamines for systemic use,684900,0,30,684900,205470,4.8,INV8356368,70
TRX5741111,1/1/2020,86997,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.3,Kevin Lewis,KF116,"Psycholeptics drugs, Hypnotics and sedatives drugs",251700,0.11,20,251423.13,50284.626,3.3,INV4224259,86
TRX3936189,1/1/2020,84382,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.1,Zachary Johnson,KF961,"Other analgesics and antipyretics, Salicylic acid and derivatives",438100,0.02,25,438012.38,109503.095,3,INV1413803,35
TRX6987655,1/1/2020,40344,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,5,Joseph Stephenson,KF498,Drugs for obstructive airway diseases,178600,0.08,20,178457.12,35691.424,3.8,INV2302467,21
TRX2050200,1/1/2020,59260,Kimia Farma - Apotek,Ambon,Maluku,4.1,Jessica Watson,KF678,"Psycholeptics drugs, Hypnotics and sedatives drugs",426700,0.11,25,426230.63,106557.6575,3.8,INV3528404,68
TRX9111539,1/1/2020,69697,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.3,Isaiah Bradley,KF760,"Psycholeptics drugs, Hypnotics and sedatives drugs",633000,0.07,30,632556.9,189767.07,3.8,INV2486456,57
TRX6021247,1/1/2020,49468,Kimia Farma - Klinik-Apotek-Laboratorium,Pangkalpinang,Bangka Belitung,4.7,Reginald Nichols,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.09,20,118593.17,23718.634,4,INV8039636,48
TRX6404649,1/1/2020,84382,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.1,Benjamin Erickson,KF492,"Psycholeptics drugs, Hypnotics and sedatives drugs",751900,0.14,30,750847.34,225254.202,4.6,INV2716481,19
TRX6690522,1/1/2020,15571,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,4.1,Kelly Simmons,KF340,Antihistamines for systemic use,603000,0.15,30,602095.5,180628.65,4,INV5137666,29
TRX6146188,1/1/2020,63163,Kimia Farma - Klinik-Apotek-Laboratorium,Lhokseumawe,Aceh,4.6,Brandi Bonilla,KF425,"Psycholeptics drugs, Anxiolytic drugs",102100,0.02,20,102079.58,20415.916,4,INV3925236,15
TRX5955216,1/1/2020,38373,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4,Jeremy Manning,KF303,Drugs for obstructive airway diseases,498100,0.04,25,497900.76,124475.19,3.2,INV9005374,59
TRX2654810,1/1/2020,21583,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.9,Calvin Edwards,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,25,384630.57,96157.6425,4.5,INV7886185,91
TRX8054779,1/1/2020,46118,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,4,Debra Hernandez,KF507,"Other analgesics and antipyretics, Pyrazolones and Anilides",757500,0.02,30,757348.5,227204.55,4.5,INV7708364,64
TRX2370717,1/1/2020,16579,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,5,Nicholas Garcia,KF162,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",840200,0.01,30,840115.98,252034.794,3.4,INV1724840,10
TRX3140855,1/1/2020,26909,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.1,Rachael Murray,KF678,"Psycholeptics drugs, Hypnotics and sedatives drugs",426700,0.06,25,426443.98,106610.995,4.9,INV1421197,83
TRX6938741,1/1/2020,60964,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.3,Tommy Reed,KF223,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",401700,0.11,25,401258.13,100314.5325,3.1,INV3148802,29
TRX6938741,1/1/2020,60964,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.3,Tommy Reed,KF223,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",401700,0.11,25,401258.13,100314.5325,3.1,INV7915642,82
TRX4934286,1/1/2020,38733,Kimia Farma - Apotek,Ambon,Maluku,4.9,Deborah Cordova,KF601,"Psycholeptics drugs, Anxiolytic drugs",512000,0.14,30,511283.2,153384.96,4.2,INV1060058,75
TRX9990804,1/1/2020,76258,Kimia Farma - Klinik-Apotek-Laboratorium,Pematangsiantar,Sumatera Utara,4.6,Melissa Cortez,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.05,10,6396.8,639.68,4.7,INV5426899,9
TRX4556842,1/1/2020,30242,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5,Lisa Williams,KF166,"Psycholeptics drugs, Anxiolytic drugs",823800,0.09,30,823058.58,246917.574,4.3,INV5377425,64
TRX6892668,1/1/2020,46746,Kimia Farma - Klinik & Apotek,Jambi,Jambi,4.9,Valerie Jones,KF321,"Other analgesics and antipyretics, Salicylic acid and derivatives",386100,0.08,25,385791.12,96447.78,4.3,INV8957903,91
TRX1978848,1/1/2020,35596,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,4.7,Wendy Wright,KF852,"Psycholeptics drugs, Anxiolytic drugs",935700,0.08,30,934951.44,280485.432,4.7,,
TRX3520532,1/1/2020,40682,Kimia Farma - Klinik & Apotek,Gorontalo,Gorontalo,4.9,Dr. David Bray,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.07,10,2098.53,209.853,4.8,INV4121981,27
TRX5097452,1/1/2020,84631,Kimia Farma - Klinik & Apotek,Samarinda,Kalimantan Timur,4.5,Michelle Mullins,KF687,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",192400,0.04,20,192323.04,38464.608,4.8,INV5389746,46
TRX4701885,1/1/2020,90206,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.7,Matthew Brown,KF178,"Other analgesics and antipyretics, Pyrazolones and Anilides",877500,0.05,30,877061.25,263118.375,3.3,INV4183719,5
TRX7867855,1/1/2020,39746,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.1,Jason Perry,KF801,"Other analgesics and antipyretics, Salicylic acid and derivatives",530300,0.13,30,529610.61,158883.183,3.3,INV6238278,56
TRX7380209,1/1/2020,46118,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,4,Nancy Garrett,KF477,Antihistamines for systemic use,747200,0.01,30,747125.28,224137.584,3,INV4273070,34
TRX1124089,1/1/2020,64759,Kimia Farma - Klinik & Apotek,Tebing Tinggi,Sumatera Utara,5,Stacey Cannon,KF245,Antihistamines for systemic use,740100,0.13,30,739137.87,221741.361,3.5,,
TRX4797963,1/1/2020,87938,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,4.5,Christina Carpenter,KF289,"Psycholeptics drugs, Hypnotics and sedatives drugs",695100,0.1,30,694404.9,208321.47,3.5,INV1554165,71
TRX9111539,1/1/2020,69697,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.3,Isaiah Bradley,KF760,"Psycholeptics drugs, Hypnotics and sedatives drugs",633000,0.07,30,632556.9,189767.07,3.8,INV8563216,96
TRX6587732,1/1/2020,79120,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.3,Amanda Sanchez,KF687,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",192400,0.05,20,192303.8,38460.76,4.1,INV5697622,12
TRX2488613,1/1/2020,85946,Kimia Farma - Klinik-Apotek-Laboratorium,Mataram,Nusa Tenggara Barat,4,Anna Hodge,KF981,"Other analgesics and antipyretics, Salicylic acid and derivatives",314600,0.12,25,314222.48,78555.62,4.1,INV4588387,62
TRX6250096,1/1/2020,90214,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.2,Chad Thornton,KF998,"Psycholeptics drugs, Hypnotics and sedatives drugs",71300,0.1,15,71228.7,10684.305,4.1,INV8634430,75
TRX3485787,1/1/2020,50270,Kimia Farma - Apotek,Madiun,Jawa Timur,4.5,Lauren Glass,KF824,"Psycholeptics drugs, Hypnotics and sedatives drugs",787700,0.02,30,787542.46,236262.738,3.2,INV7881977,87
TRX7107424,1/1/2020,19337,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.6,Patricia Lewis,KF116,"Psycholeptics drugs, Hypnotics and sedatives drugs",251700,0.06,20,251548.98,50309.796,3.7,INV7128737,83
TRX1787450,1/1/2020,50780,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.8,Joseph Meyer,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.04,20,149740.08,29948.016,4.5,INV6285652,72
TRX2699011,1/1/2020,27754,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,4.3,Brian Obrien,KF576,"Other analgesics and antipyretics, Salicylic acid and derivatives",353300,0.1,25,352946.7,88236.675,3.4,INV1359525,81
TRX8446958,1/1/2020,59413,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.9,Sheila Drake,KF163,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",372200,0.08,25,371902.24,92975.56,4.2,INV2350820,23
TRX4525413,1/1/2020,79763,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.7,Lauren Anderson,KF206,Antihistamines for systemic use,202700,0.1,20,202497.3,40499.46,4.7,INV7046202,64
TRX3175952,1/1/2020,24513,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.3,Victor Sullivan,KF294,Antihistamines for systemic use,455900,0.03,25,455763.23,113940.8075,4.3,INV4164245,79
TRX9008549,1/1/2020,14798,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.4,Danielle Barrett MD,KF611,"Other analgesics and antipyretics, Pyrazolones and Anilides",544800,0.11,30,544200.72,163260.216,4.7,INV7974837,15
TRX4979483,1/1/2020,66912,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,3.9,Joseph Johnson,KF760,"Psycholeptics drugs, Hypnotics and sedatives drugs",633000,0.08,30,632493.6,189748.08,4.7,INV4742180,19
TRX4701885,1/1/2020,90206,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.7,Matthew Brown,KF178,"Other analgesics and antipyretics, Pyrazolones and Anilides",877500,0.05,30,877061.25,263118.375,3.3,INV1137765,23
TRX4070466,1/1/2020,41085,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,5,Melissa Ramirez,KF198,"Other analgesics and antipyretics, Salicylic acid and derivatives",287100,0.03,20,287013.87,57402.774,3.8,INV3500867,84
TRX1648806,1/1/2020,89229,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,4,Kim Lowe,KF696,"Other analgesics and antipyretics, Pyrazolones and Anilides",125100,0.05,20,125037.45,25007.49,3,INV2898823,66
TRX2993518,1/1/2020,71869,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1,Angela Davis,KF545,"Other analgesics and antipyretics, Salicylic acid and derivatives",801700,0.11,30,800818.13,240245.439,3.5,INV8110621,69
TRX7390948,1/1/2020,67333,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.4,Mallory Evans,KF824,"Psycholeptics drugs, Hypnotics and sedatives drugs",787700,0.13,30,786675.99,236002.797,4.1,INV8855507,63
TRX2897260,1/1/2020,43614,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.5,Emily Ross,KF600,"Other analgesics and antipyretics, Salicylic acid and derivatives",843000,0.02,30,842831.4,252849.42,4.6,INV8277660,82
TRX3309262,1/1/2020,97368,Kimia Farma - Klinik-Apotek-Laboratorium,Langsa,Aceh,4.3,Gregory Davis,KF685,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",740400,0.11,30,739585.56,221875.668,4.6,INV3987414,69
TRX4713448,1/1/2020,59763,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.5,Brady Martinez,KF766,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",108500,0.02,20,108478.3,21695.66,4.6,INV1159083,45
TRX8855682,1/1/2020,99424,Kimia Farma - Apotek,Kuningan,Jawa Barat,5,Michael Cortez,KF751,"Other analgesics and antipyretics, Pyrazolones and Anilides",757900,0.02,30,757748.42,227324.526,4,INV8982122,76
TRX6179964,1/1/2020,42753,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,4.8,Heather Johnson,KF484,Drugs for obstructive airway diseases,592200,0.07,30,591785.46,177535.638,4.4,INV9375623,74
TRX7404838,1/1/2020,50307,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.5,Nicholas Edwards,KF166,"Psycholeptics drugs, Anxiolytic drugs",823800,0.13,30,822729.06,246818.718,4.9,INV2819475,1
TRX1802333,1/1/2020,44176,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4.7,Michael Simpson,KF273,Drugs for obstructive airway diseases,370600,0.15,25,370044.1,92511.025,4.9,INV2847866,14
TRX6696727,1/1/2020,12271,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.3,Benjamin Ruiz,KF601,"Psycholeptics drugs, Anxiolytic drugs",512000,0.02,30,511897.6,153569.28,4.9,INV7000655,45
TRX5273859,1/1/2020,31935,Kimia Farma - Apotek,Tangerang,Banten,4.4,Kevin Lopez,KF724,Drugs for obstructive airway diseases,320900,0.03,25,320803.73,80200.9325,4.9,INV3032913,79
TRX1031640,1/1/2020,53053,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,3.9,Derek Simmons,KF378,Drugs for obstructive airway diseases,283100,0.14,20,282703.66,56540.732,3.1,INV1547331,51
TRX4902830,1/1/2020,84188,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4,Anita Mcguire,KF400,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",359500,0.06,25,359284.3,89821.075,3.6,INV9681984,70
TRX1174785,1/1/2020,62661,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,4.9,Jonathan Henry,KF498,Drugs for obstructive airway diseases,178600,0.05,20,178510.7,35702.14,3.9,INV4460410,52
TRX1394662,1/1/2020,20062,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,5,David Lynch,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",454900,0.04,25,454718.04,113679.51,3.9,INV8722115,78
TRX2269127,1/1/2020,33069,Kimia Farma - Apotek,Garut,Jawa Barat,3.9,Miranda Schmitt,KF998,"Psycholeptics drugs, Hypnotics and sedatives drugs",71300,0.1,15,71228.7,10684.305,3.6,INV9816162,12
TRX9139008,1/1/2020,16339,Kimia Farma - Apotek,Subang,Jawa Barat,4.7,Shannon Wolfe,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.14,30,866285.5,259885.65,4.2,INV3963807,94
TRX2366632,1/1/2020,61422,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.1,Katelyn Gonzales,KF786,Drugs for obstructive airway diseases,532900,0.1,30,532367.1,159710.13,4.2,INV7098680,58
TRX4145032,1/1/2020,93763,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,4.8,Heidi Guerra,KF162,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",840200,0.08,30,839527.84,251858.352,3.3,INV9955914,45
TRX5602276,1/1/2020,67306,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,4.1,Barbara Reyes,KF162,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",840200,0.14,30,839023.72,251707.116,3.5,INV9864654,84
TRX2398824,1/1/2020,62756,Kimia Farma - Klinik & Apotek,Kendari,Sulawesi Tenggara,4,Cindy Hammond,KF250,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",688600,0.06,30,688186.84,206456.052,4,INV9540825,34
TRX4040835,1/1/2020,18301,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.9,Johnny Jones MD,KF312,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",774700,0.13,30,773692.89,232107.867,3.7,INV1296800,2
TRX7842122,1/1/2020,15338,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,3.9,Matthew Thomas,KF279,Antihistamines for systemic use,411000,0.11,25,410547.9,102636.975,4.5,INV3291182,14
TRX9432951,1/1/2020,47268,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.6,Chad Patterson,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.07,10,6395.52,639.552,4.4,INV9118316,4
TRX8709381,1/1/2020,97695,Kimia Farma - Klinik & Apotek,Cirebon,Jawa Barat,4.8,Lisa Roman,KF381,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",564100,0.08,30,563648.72,169094.616,5,INV4899382,21
TRX3125156,1/1/2020,43999,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.9,Jay Hernandez,KF492,"Psycholeptics drugs, Hypnotics and sedatives drugs",751900,0.04,30,751599.24,225479.772,4.9,INV9208417,18
TRX5647030,1/1/2020,32294,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.2,Ann Trevino,KF381,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",564100,0.08,30,563648.72,169094.616,3.4,INV1409350,32
TRX6938741,1/1/2020,60964,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.3,Tommy Reed,KF223,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",401700,0.11,25,401258.13,100314.5325,3.1,INV2782342,32
TRX5751506,1/1/2020,52479,Kimia Farma - Klinik-Apotek-Laboratorium,Tanjungpinang,Kepulauan Riau,4.4,Laura Miranda,KF406,"Psycholeptics drugs, Hypnotics and sedatives drugs",766200,0.05,30,765816.9,229745.07,3.1,INV9900681,68
TRX4409636,1/1/2020,96486,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4.4,Bryan Marshall,KF519,"Other analgesics and antipyretics, Pyrazolones and Anilides",626400,0.09,30,625836.24,187750.872,3.9,INV5903336,85
TRX2269127,1/1/2020,33069,Kimia Farma - Apotek,Garut,Jawa Barat,3.9,Miranda Schmitt,KF998,"Psycholeptics drugs, Hypnotics and sedatives drugs",71300,0.1,15,71228.7,10684.305,3.6,INV9037895,5
TRX7880090,1/1/2020,52852,Kimia Farma - Klinik & Apotek,Palembang,Sumatera Selatan,4.3,Suzanne Harrison,KF510,"Psycholeptics drugs, Anxiolytic drugs",758300,0.13,30,757314.21,227194.263,4.3,INV8157044,80
TRX5920964,1/1/2020,99554,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.1,Elizabeth Allen,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.04,15,78768.48,11815.272,4.7,INV1710750,94
TRX1302704,1/1/2020,48261,Kimia Farma - Klinik-Apotek-Laboratorium,Pontianak,Kalimantan Barat,4,Sara Wagner,KF147,Antihistamines for systemic use,684900,0,30,684900,205470,4.8,INV7459684,48
TRX7608575,1/1/2020,92582,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.4,Anne Gould,KF178,"Other analgesics and antipyretics, Pyrazolones and Anilides",877500,0.07,30,876885.75,263065.725,3.5,INV3409031,58
TRX6137276,1/1/2020,21754,Kimia Farma - Klinik-Apotek-Laboratorium,Pontianak,Kalimantan Barat,5,Anthony Smith,KF751,"Other analgesics and antipyretics, Pyrazolones and Anilides",757900,0.01,30,757824.21,227347.263,3.5,INV1197349,65
TRX6146188,1/1/2020,63163,Kimia Farma - Klinik-Apotek-Laboratorium,Lhokseumawe,Aceh,4.6,Brandi Bonilla,KF425,"Psycholeptics drugs, Anxiolytic drugs",102100,0.02,20,102079.58,20415.916,4,INV7429811,20
TRX9853294,1/1/2020,15571,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,4.1,Hannah Sanchez,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.03,10,24392.68,2439.268,4,INV5512025,20
TRX6111498,1/1/2020,45521,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.8,Brian Oliver,KF310,Antihistamines for systemic use,868800,0.13,30,867670.56,260301.168,4.5,INV3179363,95
TRX8295280,1/1/2020,53570,Kimia Farma - Klinik & Apotek,Padang Sidempuan,Sumatera Utara,4.2,Alexander Moore,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.02,10,24395.12,2439.512,4.5,INV1775609,67
TRX1031640,1/1/2020,53053,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,3.9,Derek Simmons,KF378,Drugs for obstructive airway diseases,283100,0.14,20,282703.66,56540.732,3.1,INV8632450,90
TRX9489322,1/1/2020,90734,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.6,Kevin Dudley,KF477,Antihistamines for systemic use,747200,0.06,30,746751.68,224025.504,3.1,INV1708768,56
TRX7582051,1/1/2020,13811,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4,Dillon Campbell,KF556,"Other analgesics and antipyretics, Salicylic acid and derivatives",320300,0.11,25,319947.67,79986.9175,3.6,INV5978192,4
TRX5337636,1/1/2020,30408,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,3.9,Charlene Huff,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.02,20,149770.04,29954.008,4.2,INV5564548,29
TRX5337636,1/1/2020,30408,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,3.9,Charlene Huff,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.02,20,149770.04,29954.008,4.2,INV5775842,97
TRX1154687,1/1/2020,17541,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.9,Joshua Mcdaniel,KF664,"Psycholeptics drugs, Anxiolytic drugs",906600,0.11,30,905602.74,271680.822,4.2,INV6516636,37
TRX2928214,1/1/2020,73436,Kimia Farma - Apotek,Jambi,Jambi,4.4,Lisa Ferguson,KF134,Antihistamines for systemic use,832800,0.02,30,832633.44,249790.032,4.3,INV4155956,50
TRX3264086,1/1/2020,27470,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.6,Jacqueline Reeves,KF484,Drugs for obstructive airway diseases,592200,0.07,30,591785.46,177535.638,4.3,INV6458090,67
TRX5915434,1/1/2020,18301,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.9,Amanda Smith,KF766,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",108500,0.11,20,108380.65,21676.13,4.7,INV3287140,5
TRX7277286,1/1/2020,27583,Kimia Farma - Apotek,Denpasar,Bali,5,Frank Escobar,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.05,15,86456.75,12968.5125,4.7,INV5107490,18
TRX3912454,1/1/2020,45422,Kimia Farma - Apotek,Ternate,Maluku Utara,3.9,Jason Joyce,KF298,"Psycholeptics drugs, Hypnotics and sedatives drugs",532600,0.11,30,532014.14,159604.242,4.8,INV2357196,78
TRX6922536,1/1/2020,65823,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.9,Russell Nelson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.09,25,384553.59,96138.3975,3.8,INV5879541,39
TRX4146597,1/1/2020,39388,Kimia Farma - Klinik & Apotek,Tebing Tinggi,Sumatera Utara,4.2,Traci Carey,KF696,"Other analgesics and antipyretics, Pyrazolones and Anilides",125100,0.03,20,125062.47,25012.494,3.8,INV2157480,90
